yorum, puan
"demokrasi konusunda birçok problemi olsa da burada bazı gerzeklerin dediği gibi boris nemtsov'un öldürülmesiyle en ufak bir ilgisi bulunmamaktadır, çünkü bunun için bir sebebi yoktur. gerzek bir de attığı yalanı doğru göstermek için ""ülkenin en güçlü muhalifi"" demiş. kolayca anlaşılması için söylüyorum, haydar baş türkiye'de rte'nin ne kadar rakibiyse, nemtsov da putin'in o kadar rakibiydi. hatta haydar hocam'ın durumu çok daha güçlü diyebilirim .",4
"the panama papersdan sonra toplumaadamlar yiyor ama çalışıyordedirten lider.",4
"""geçen putin'le votka içiyoruz, beyaz leblebiye 2 milyar dolar verdi adam.dedim senin kaslı vücudunu tayyip emiklesin. öyle işte.""bu vesileyle rusya'yı nataşalardan öğrenmiş adamların 2 milyar dolara az dediğini de görmüş olduk.",3
"30 milyar doları olan uzun adamın yanında, 2 milyar doların lafı bile olmaz.",4
"ayakkabı kutuları varken parayı offshore'larda saklayarak büyük bir hata yapmıştır.ayrıca bugün rusya milli arşivi (rosarhiv) çıkardığı kararname ile bizzat kendisine bağlamıştır. ilginç bir tesadüf.rusya devlet başkanı sitesindeki kararname (rusça)",2
"(bkz:totalitarizm tek millettir)bizimkinden çok farklı diye aylardır öten buradaki kullanışlı aptal sürüsünü iyi taklaya getirmiş hırsız.",1
"yeni jenerasyon vatan haini solcuları , putin anamızı siksin kardeşimin adı vladimir olsun diyen gavatları üzmüştür . olsundu putin iyi adamdı . . .",1
"off shore bankalarının batı finans sisteminden bağımsız olduğunu düşünen safları sevindiren bir habere konu olmuş lider.içinizde bir yabancı bankada hesap açan oldu mu? o paranın her kuruşunun hesabını vermeden hesap açamazsınız. bunu yapmanıza izin vermeyen batı finans sisteminin off shore gibi büyük finans kara deliklerinin kendi kontrolleri dışında faaliyet gösterebileceğini nasıl düşünebiliyor sunuz?putin'le ilgili batı basınında çıkan bu tür haberlerin ne ilki ne de sonuncusudur bu. zaten bir ay önce putin'in sözcüsü batının putin'i yıpratmaya dönük yeni bir kampanya hazırlığı içinde olduğunu söylemişti. gelişmeler de bunu gösteriyor.putin batının istediklerini yapsaydı, batının suyuna gitseydi sözü edilen paranın 10 katını hesabına bizzat abd yatırırdı.putin'in paraya tamah edecek bir tarafı yok. şu anda rusya'da ve dünyada kazandığı prestijin yarısına ulaşabilmek için bu paranın 10 katını gözden çıkaracak insanlar vardır. para prestij içindir ve daha yaşarken bile rusya tarihindeki en önemli 3 şahsiyet arasına giren putin'in paraya ihtiyacı yoktur.2018 rusya devlet başkanlığı seçimleri yaklaşırken batının bu tür teşebbüsleri sürecektir. ama rus halkı bu palavralara kulak asmayacak ve putin'i tekrar devlet başkanı yapacaktır.zaten olayın kendisinde söz konusu olan putin değil, yakını olduğu belirtilen bir iş adamı.bir iş adamının off shore'da parası olmasının garipsenecek ne tarafı var?bu off shore bankalar kendilerine yatırılan paraları tekrar batı finans sistemine yatırmaktadırlar. batı kendi finans sistemine giren paraların hepsini rüşvet olarak mı görüyor? hayır , tabi ki değil.buradaki goy goy putin'e yakın bir iş adamının off shore'da parasının çıkması üzerinden paranın putin'e ait olduğu konusunda batı medyası tarafından asılsız bir imaj yaratılmasıdır.dünya'da bu işin yaygarası en çok ukrayna'da ve türkiye'de yapılmakta şu an. ukraynalı faşistlerin kuyruk acısı bellidir. türkiye'deki yaygaracılar ise genellikle ak-itler ve kıçı kırık ingilizcesi ile dünya'yı batı medyasından izleyen salak liberallerden oluşmakta. rusya'da ise bu işi kimsenin ciddiye aldığı yok haberiniz olsun.2018 rusya devlet başkanlığı seçimine kadar bu tür batı kaynaklı asparagaslara alışsanız iyi olur diyorum. bu gürültüler putin'in devlet başkanlığına seçilmesiyle son bulacaktır, emin olabilirsiniz.edit: iti an çomağı hazırla dememişler boşuna. ukrayna'da faşist bandera'yı, azov taburu v.s. cümle faşistleri aklamak için kıçlarını yırtanlar, neocon palavralaıyla arzı endam ettiler hemen.",4
"nasıl savunuluyor diktatör yalayıcı tayfa tarafından?-'bana komple yapacaklar' şeklindeki ön alma çabasını burada argüman diye döşemek. bizde de vardı ya iştemumdan maskelerle videolar üretilecek, yeni 'sahte' belgelerle saldırılacak vesair. şu ikisinin benzerliğini konfirme etmekten başka ne yapıyor?-işlediği cinayetlerde olduğu gibi 'zaten buna ihtiyacı yok' argümanı. bizim zafer çağlayan da demedi mi? ''ben zaten zenginim, niye çalayım?'' diye?-putin'le alakası yok, yakini. evet çok önemli putin'in şahsen isminin çıkmaması zaten, en yakın çevresindeki klik ve rus devlet bankalarının aracı olarak kullanılmasının da hiç bir önemi yok. bizimkiler de demedi mi yahuzarraf'la hiçbir alakamız yokdiye?-ve en güzel tarafı, rus halkı putin'i destekliyor, iddialar ülkede ciddiye alınmıyor, putin yeniden devlet başkanı seçilecek. basın, bürokrasi, ekonomi ve dahi ülkedeki her türlü güç odağının elde tutulmasıyla ayakta duran bir totaliter sistemdeki seçim zaferleri bu zatın yolsuzluğunu temizleyecek. zihniyete bak. ve evet doğru temizliyor da 17-25'in ertesinde neler olduğundan tecrübeliyiz. (bkz:benim millitim büyük oyunu gördü)edit;buradaki yalaka propagandistleri cevap vermek yerine türlü aptal safsataları tercih ediyor. ne şimdi bu, yazdıklarımı üzerime faşist diye çamur atarak mı itibarsızlaştıracaksın? buna inanmayın, aha bu faşist. vatandaşın argümandan anladığı bu ve sürekli tekrar ediyor.azov'u hiçbir yerde savunmadım, çıkar nerede savunuyorsam göster. bandera'yı savunmadım çıkar nerede savunuyorsam göster. dediğim şu, bandera basit bir faşist nazi işbirlikçisiyse, stalin de öyle al buyur:(bkz:molotov-ribbentrop paktı)ikisi de nazilerle iş tuttu, ikisi de nazilerle savaştı.ha bu arada, it sensin, putin'in tasmalı iti.",1
"the panama papers'da adı geçiyormuş da, ona niye bir şey demiyormuşuz! diyelim:(bkz:çalıyorsa benim paramı çalmıyor)",2
"mavi gözlüdür, anneannesi rus değil komiymiş.",3
"halkın adamı hakk'ın aşığı.",5
"11 milyon belgeli panama papers'te ismi geçmemesine rağmen haberin, batı medyası tarafından putin'le ilgili çok önemli somut bilgiler varmış gibi servis edilmesi, rusya tarafından ""uluslararası bir komplo"" olarak algılanmıştır.bakın 11 milyon belge deniyor, 11 milyon, bir tanesinde bile adı geçmiyor, bir tanesinde bile..ama ingiliz gazetelerinin manşetlerinde panama papers = putin manşetleri girildi, var mı daha iyi bir algı operasyonu?haberi veren sitelerden biri olan daily mail, kendi okurları tarafından eleştiri bombardımanına tabi tutuldu, haberi bu şekilde verdiği için. söz konusu okuyucu yorumlarında, suriye'ye çeki düzen veren putin'in kazandığı prestijin batıyı rahatsız ettiği ve putin'e dönük karalamaların sebebinin bu olduğu da belirtiliyor.söz konusu haberin ve yorumların linki aşağıda. okuyucu yorumlarının okunmasını özellikle öneriyorum.daily mail (3 nisan)bir şey daha ekleyeyim, bu haberin verildiği ülkenin başbakanının özbe öz babasının adı bu papers'larda var, ama ne hikmetse manşete çıkmak arkadaşlık hukukundan putin'e nasip oluyor. bundan iyi komplo var mıdır daha?",1
"ülkesinde yeni bir güvenlik birimi oluşturan rus lider. bunun nedeni artanradikal islamcı terör tehditleri gibi gözükse de, biriç isyankorkusu da hasıl olmuş olabilir.http://www.bbc.com/news/world-europe-35975840",3
"(bkz:kremlin'in troll ordusu)",3
"tayyip erdogan'in rus hali. ya da durun lan bizim tayyip bunun turk hali demek daha dogru olur.yine de rusya'ya bakip ulkesi hakkinda azicik sevinebiliyor insan. tayyip en azindan bunun kadar costuramiyor.",4
"özel hayatına dair önemli açıklamalar yapmış;http://tr.sputniknews.com/…in-rusya-direkt-hat.htmlobama gibi çok kurnaz ve sevilen birabdbaşkanı döneminde bile yerini korumayı başardı ki, ekonomik gidişat nedeniyle bundan sonra da işi hiç kolay olmasa da, şu ana kadar durumu iyi idare ettiği rahatlıkla söylenebilir.",4
"türkiyeile değil,türkiye'nin yöneticileriyle sorunu olduğunu söylemiş. ancak bunu daha çok biralgı yönetimiolarak görmek gerekir. zirarusya, son dönemdedağlık karabağ,ermenistan,ukraynavesuriye'de net şekildetürkiye'nin aleyhine adımlar atıyor. üstelik bu adımlar,suriyeiç savaşı ve jet krizi öncesinde başlamıştı. elbette bu,türkiye'dekiislamcıyönetime tepki olarak da görülebilir. ama sonuçtaulusal çıkarlar halkı da ilgilendirdiği için, putin'in savunması manasız kalıyor.http://www.bbc.com/…er/2016/04/160414_putin_turkiye",2
"özel hayatı bizi çok ilgilendirmez ama rus'a gidiyormuş, kesin bilgi.bize dost halk demiş sağ olsun ama s.lerler öyle dostluğu. iş seyahatine giden insanları hiçbir neden yokken günlerce gözaltında tutacaksın, ülkendeki ilkokul çocuklarını bile türk diye türlü bahanelerle taciz edeceksin sonra türk halkıyla dostuz.siktir oradan ayı derler adama. halklar elbet birbiriyle dosttur da sen bu kafayla kimsenin dostu olamazsın.",1
"tc denen yapay devletin fisini cekmeyecek lider olsada cekecek olana kapi aralayacak buyuk ustadir.",5
"kısa vadede rejiminde bir çöküş beklenmiyor. ama vakti zamanında birkaç yıl içerisinde ülkedeki tüm kiliseleri yıkacak kadar azgın hale gelen rus halkının kolaylıkla radikalleşebilen yapısını da yabana atmamak gerekir.https://www.foreignaffairs.com/…utin-regime-crumble",4
"robespierre'in lakabına layık görülmüş birforeign affairsmakalesinde.https://www.foreignaffairs.com/…incorruptible-putin",3
"kamışlı'da ypg ile rejim güçleri arasındaki çatışmalara karşı ne düşündüğünü merak ettiğimiz adam.hadi putin kardeş, ypg tarafına mı yoksa rejim güçlerine mi destek vereceksin.o bu değil de kimi desteklese diğer tarafın yüz halini merak ediyorum.",3
"gece kurtlarıadını verdiği motosiklet çetesiyle birliktesovyetler birliği’ninnazi almanyası’na karşı kazandığı zaferin yıldönümünü kutlamak için sokaklara çıkan rus lider.http://www.ntv.com.tr/…4kekrw56nrhvwa?_ref=infinite",3
"yeni kurduğu kişisel ordusuulusal muhafız gücü’nün halka uyarı yapmadan ateş açma yetkisine sahip olup olamayacağınaduma'nın karar vereceği belirtiliyor.http://www.amerikaninsesi.com/…inda-mi/3319967.html",3
"yeni lakabıoz büyücüsüolmuş.http://www.brookings.edu/…00015020149101us0001-0512",3
"görüntülerdekendisi yeni bir zırhlı araç modelini inceliyor. kapıyı açamayınca kuvvet komutanı olaya el atıyor. fakat işi daha berbat edip, kolu kırıyor. sonra arka kapıyı açıp biniyorlar hahahahaha...",3
"(bkz:putogan)",3
"""türkiyeile ilişkilerimizi düzeltmek istiyoruz"" diye konuşan rus lider. bu, elbette mümkündür ve her iki tarafın da yararına olur. ancak birnatoüyesi veabdmüttefiki olantürkiye'ye karşı,rusya'nın bundan böyle daha sorumlu ve anlayışlı davranması gerekmektedir. ayrıca ilişkileri ekonomik temelde vekazan-kazanilkesine göre yeniden kurgulamak gerekir. daha önemlisi ise,ermenistan,karabağ,kırımvesuriyemeselelerinderusya'nın aslında yalnızcatürkiyedeğil, tümtürklere (azerbaycan,tatarlarvetürkmenlerde dahil olmak üzere) yönelik düşmanca tavrını değiştirmesi gerekir. bu konularda ufak ama umut verici adımlarla, kısa sürede kriz öncesine dönülebilir.http://www.cnnturk.com/…erimizi-duzeltmek-istiyoruz",2
"kendisinin, bir kehanette geçeni polis'yi eski günlerine döndürecek sarışın ırkın lideri olduğuna inanıldığı için birçokmegali ideacı tarafından kurtarıcı olarak görülen devlet başkanı.son olarak da 28 mayıs'ta, istanbul'un fethinden bir gün önce, putin yunanistandaydı ki ayrılmadan önceathosdağında saint pantaleon manastırını ziyaret etmiş ki burası ortodoks inanışında okuduğum kadarıyla baya önemli bir yer.ne kadar24 kasım 2015 suriye sınırında uçak düşürülmesiruslar tarafında kabul edilmiş, kapanmış bir olay olarak yansıtılsa da, ben açıkçası bölgede birçok olayın daha yeni başladığını düşünüyorum, bu ziyareti de bunun habercisi olarak yorumluyorum.",2
"herhangi bir şekilde kendisinin istemedikçe görevden ayrılması neredeyse imkansız. kendisi ve oligarşisi her türlü muhalefeti kontrol altında tutuyor, bu uzun vadede de değişmez gibi.ancak dünya siyasetinde irtifa kaybetmemek için tek şansı var:bir şekilde petrol fiyatlarının yükselmesini sağlamak zorunda.petrol 50 dolar seviyelerinde iken bundan en çok etkilenen ülke rusya'dır. suud petrolü 20 dolara çıkarken, rusya petrolü 40 dolar civarı bir masraf ile çıkarabiliyor. amerika kaya petrolü olmasa bile zaten dünya'nın en büyük ekonomisi ve rusya'nın çakılması uğruna kendi endüstrilerini feda etmişler gibi duruyor.unutulmamalıdır ki, sovyetler birliği'ni bitiren en büyük sebeplerden biri de, modern rusyanın 90lardaki yerlerde sürünen ekonomisinin en büyük sebebi de düşük petrol fiyatlarıdır,görülebileceği üzere.kısacası, putin'in tek şansı petrol fiyatlarını yukarı çekmektir, yoksa rusya yine 90lardaki karanlık günlerine sürüklenir.",3
"dış politikasına dair;https://www.foreignaffairs.com/…tins-foreign-policy",3
"vladimir putin tarafındançocuklukarkadaşıarkady rotenberg'in sahibi olduğu stroygazmontazh isimli şirkete son bir yılda tamamı devletin kasasından çıkacak şekilde rusya'da yapılacak inşaat profeleri için ihale yapılmadan (rusya yasalarına ters düşen bir durum) 1trilyon ruble tutarında anlaşma yapıldı. zamanın kuru ile 20-25 milyar dolar yapıyor (farklı zamanların projeleri).örnek olarak, kırım ihlak edildikten sonra ilk vaadleri olan kırım ile rusya arasındaki köprü için belirlenen tahmini rakam 50 milyar ruble iken ihalesiz bir şekilde rotenberg'e 228 milyar rubleye peşkeş çekildi. yani zamanın parası ile yaklaşık olarak 5 milyar dolar.evet, şahıslar ve ülke isimleri değişse de manzara değişmiyor.",3
"ileride tarih kitaplarında kendisinden, ""rusya, putin döneminde sınırlarını genişletti"" şeklinde bahsedilecek devlet başkanı. her ülke farklı zamanlarda farklı karakterlerdeki adamlar tarafından yöetiliyor.örneğin bülent ecevit'in diplomacy ve honesty skill'i 20 iken, putin'in savaşma ve fethetme skilli 20. erdoğan'ın persuasion, ümmeting ve zeroing skilleri 20.",4
"türkiye'deki tek adamcılığa, diktaya, yandaşlarını kayırma kollama konularına en önden itiraz eden düdüklerin öve öve bitiremediği rus diplomat.işte bu nedenle samimi değilsiniz, samimi iseniz o zaman harbi malsınız.",1
"on parmağında on marifet olan dünya lideri.gif",5
"https://www.foreignaffairs.com/…tins-foreign-policy",3
"gücünün kalmadığını itiraf etmiş. adfasdgsdgfhdhjhttp://www.sabah.com.tr/…inden-itiraf-gucum-kalmadidevlet başkanı vladimir putin, sonunda pilinin bitmek üzere olduğunu beyaz rusya devlet başkanı aleksander lukaşenko’ya itiraf etti.putin'den beklenmeyen sözler eski sovyet cumhuriyetleri arasında en yakın müttefiki olan beyaz rusya'nın başkenti minsk'i ziyareti sırasında duyuldu.resmi ziyaret için minsk'e gelen putin'i kapıda karşılayan lukaşenko ilk önce hal hatır sorarak ""her şey yolunda mı?"" dedi.lukaşenko'ya yanıt veren putin,""normal. ancak kuvvetim kalmadı. önceki gün sadece 4saat uyudum. dün ise 5 saat. uykumu alamıyorum"" dedi.putin'in yanıtına oldukça şaşıran lukaşenko ""öyleyse kötü"" diye yanıt verdi.",3
"sekülerlerin bir numaralı iyilik meleğiydi bu amca. her gece kanatlarını açıp gelir sekülerlerin yanağına bir öpücük kondurur ve onlara ışıktan ilahiler mırıldanırdı.ne güzel günlerdi be.putin'e türkiye'yi işgal ettirecek, akp'lileri kovacak ve rusya'nın sömürgesi olacak yeni devletin başına geçeceklerdi.paris'i filan ziyaret eder bol bol kokteyle katılırlardı artık.",3
"abd'nin dünyanın tek süper gücü olduğunu ama nasıl yaşamaları gerektiğine amerikalıların karar veremeyeceğini söyleyen rus lider. bu konuda yüzde yüz haklı ama uluslararası kurallara saygı konusundarusya'nın da sicili parlak sayılmaz.http://www.reuters.com/article/iduskcn0z31g4",2
"fareed zakaria'nın moderatör olduğu üst düzey bir oturuma katılmış ve kendisine özel bir röportaj vermiş. zakaria'nın kendisi hakkındaki gözlemleri için;http://edition.cnn.com/…putin-wrap-zakaria-orig.cnn",3
"erdoğan'a söylediği sözlerle beni çok şaşırtmış rusya başbakanı.telegraph.co.uk tan aldığım alıntıyı aynen aktarıyorum:""there's a process of ıslamization [going on in turkey] that would make ataturk turn in his grave""""türkiye'deki islamlaştırma süreci atatürk'ü mezarında ters döndürür""ve bir diğeri;""ıf someone in the turkish leadership tried to lick the americans in a particular place, ı'm not sure the americans would need that.""""eğer türk liderlerinden birisi amerikanların malum bir tarafını yalamaya çalıştılarsa, amerika'nın buna ihtiyacı olduğunu hiç sanmıyorum.""gülsem mi ağlasam mı. neyse",3
"brexit oylaması hakkında tek mantıklı açıklama yapan liderdir;-""kimse, daha zayıf ekonomileri beslemek istemez""",5
"(bkz:sen istiyor doğalgaz ?)",3
"brexit'e destek verdiği yönündeki iddiaları reddetmiş olan rus lider.türkiyeveazerbaycanile daha iyi ilişkiler kurarak konumunu daha da sağlamlaştırabilir gibi gözüküyor önümüzdeki birkaç ayda. aksi takdirde ise ekonomik kriz kendisini zorlamaya başlayacaktır...http://www.independent.co.uk/…ssia-uk-a7104086.html",3
"günümüzün en büyük lideri",5
"orrrospu cocugu.gercek orospu cocuklarini tenzih ederim.moskova`da bir adet limonu 12,- dolar a yükselttigin günleri insanlarin unutmayacak.",1
"bazıların çok sevdiği, bayıldığı 'dünya lideri' sıfatına en uygun kişi...",5
"hayranlığım her geçen biraz daha artıran devlet adamı. tek bir asker için olsa bile duruşunu gıptayla izliyorum.türkiye'ye turist göndermeyerek,domates almayarak ve inşaat işçisini ipe dizerek adamın birini özür pozisyonuna soktu,ona diz çöktürdü. ya diyorum putin gazı kesseydi hangi pozisyon olurdu.ruslar soğuk savaşı ve satrancı iyi bilir.",4
"turkiye'ye karsi uyguladigi ambargonun kaldirilmasi icin bakanlarina talimat veren sahis.",3
"rusya-türkiye görüşmelerinden sonra, russia today, 13 temmuzda bm'de gösterime sokacağı ışid-tr bağlantısı belgeselini iptal etti.yukarıdaki yazı bir gazeteciden. hatta ve hatta iddialara göre rte, putin'e milyar dolar tutarında bir parayı teberru şeklinde verdiğini de söylüyor.sıradaki gündemimiz ise; laptop, tablet ve cep telefonlarından trt katkı payı alınması. yani yeni vergilerin getirilmesi.adam yol yaptı abi..asfalt yersin artık pezevenk.",1
"türkiye'ye uygulanan kısıtlamaların kaldırılmasına yönelik kararnameyi imzalayan kişi. elin değmişken gümrük memurlarının kasten beklettiği ürünleri de içeriye aldırsan da biz de müşteriye ulaştırmak için kırk takla atmasak reyiz.",3
"http://imgur.com/9z2c7eu",3
"bizimkiyle arasındaki temel farklardan birisi, bu adam harbiden dünya lideri klasmanında olması. tabii bunda ülkesinin potansiyelinin de payı var. onun haricinde tarzlar, yönetim biçimleri, alışkanlıklar, tepeden tırnağa her şeye karışmaları kontrol etmeleri, medyalarının yalan söyleme tarzları bile aynı. ulan hatta tabanları bile benzer. bizde nasıl osmanlıcı tipler varsa bunlarda da ara ara sovyetleri isteyen komünizm özlemi çeken profillere denk geliyoruz. benzer bir tarihi miras doktrini kullanıyorlarsa demek.",5
"yiyor ama çalışıyor. 20 temmuz'da yürürlüğe girmesi beklenen yasayla birlikte, devlet tarafından tanınmış ibadethaneler dışında pilavlı sohbet ve benzeri ""dini yayma/sevdirme şirinlikleri"" yasaklanacakmış. islam hedefli bir yasa olmayıp kağıt üstünde hristiyanları da kapsıyor olmasına karşın, bana kalırsa amaç çok açık: rusya'daki beyni bulandırılmaya çok müsait milyonlarca müslüman kökenli insanın örgütlenmesini engellemek.çok kısıtlayıcı ve ağır olduğu gerekçesiyle eleştirilmiş ama bence düzgünce uygulanması kaydıyla şahane bir yasa bu. yok öyle çocukları cemaat evlerine doluşturup beyinlerini yıkamak ya da eline tutuşturulanları camide vaaz diye millete anlatmak. kusura bakmayın, dini birlik ve beraberlik kisvesi altında çeteleşmek ve örgütleşmek inanç özgürlüğü değildir.putin zalimin bayrak taşıyanıdır ama sezar'ın hakkı sezar'a. aferin sarı adam.",4
"""bana bir tane abd kölesi olmayan islam ülkesi gösterin yarın müslüman olacağım"" demiş kişi. doğru söze ne hacet.",5
"donald trump'in yuruttugu secim kampanyasina ciddi olcude etki ettigi iddia edilen lider. gecmiste de orneklerini gordugumuz, rusya'nin nato ulkeleri arasindaki baglari seyreltecek liderleri destekleme politikasinin yani yansimasi trump olabilir.ozellikle trump'in rusya ve ruslarla gecmisi, bugun ekibinde olan kisilerin gecmisleri ve rusya'yla baglantilari, trump'in brexit ve nato ile ilgili yorumlari, putin'in rusya'nin aliskin oldugumuz abd'deki secimlere mesafeli durusunun yerine trump hakkinda olumlu sozler soylemesi vs. de iddiayi destekliyor.adam villain.",3
"son dönem avrupa ve amerika'da sağın yükseliği, ingiltere'nin avrupa birliğinden çıkışı, türkiye'nin de ab'ye pek oralı olmaması, suriye politikasındaki amaçlarının çoğunu elde etmiş olma vb etkenler kendisine epey yarar sağlamış durumda. erdoğan'ı dahi dize getirdiğine bakılırsa, rusya ve komşusu çin lehine dengeler değişiyor.",3
"https://www.foreignaffairs.com/…utin-still-standing",3
"çok zeki bir insandır.",5
"çok tekin bir insandır.",5
"kısa ama işlevlidir.",4
"natohava savunma sistemini ülkelerine yerleştirmeyi kabul edenromanyavepolonya'yı tehdit eden rus lider.http://www.independent.co.uk/…s-cross-a7053361.html",2
"tek başınarusya’nın en büyük markasıdır.https://history105.libraries.wsu.edu/…an-president/",5
"(bkz:tüh yazıklar olsun)yaşlandıkça karakter erozyonuna uğramış belli ki...(bkz:9 ağustos 2016 putin erdoğan görüşmesi/#62232746)",1
"kendisine aylarca ahkam kesenleri ayağına çağırtan kişi.yüksek perdeden bir özür, tazminat almadan ve suriye konusunda çizgime gelin demeden de bırakmaz.rus ayısı karşısında osmanlı torunları lokum kıvamına geldi.",1
"kendisi hakkında nedense türk basınında pek detaylı yazılmayan bir konu ise, 1971-1972 yıllarındatüpraşkurulurken rus firmasının personelden sorumlu amiri kimliğiyleizmiraliağa’da görev yapmış olmasıdır. elbette bu görev, muhtemelen birkgbgöreviydi.http://www.hurriyet.com.tr/…likte-calistik-40025299",3
"yav bak işte bu insan ata binmeyi bilir. hem de çıplak. sonra bir bakışıyla turnalara yön verir, şu tarafa uçun diye... sonra efenime söyliym karadeniz'e bir dalar amfora bulur. müzeye bağışlar "" vladimir'den sevgilerle"" diye.",5
"(bkz:vladimir bey abicim)",3
"erdoğan ışid ile işbirliği yapıp petrol kaçırıyor dememiş miydi? şimdi ""dost"" oldular. olsunlar ona lafım yok ta madem ki erdoğan özür dilerse ""dost"" olma ihtimalin vardı, niye böyle laflar söylüyorsun? merak ediyorum, şu an rus kamu oyu kafasını kaşıyor mu. ışid, petrol hikaye; maksat çıkarlarmış diyor mu?amacım tabii ki de rus kamu oyuna seslenmek değil. onların işi ne sözlükte? ben bir şey mi kaçırıyorum acaba, diye yazdım.",3
"şu sıralarabd'deki seçim gündemi vetürkiyeile ilişkilerini düzeltmesinin verdiği avantajlı konjonktürü de kullanarak muhtemelenukrayna'ya askeri bir müdahale hazırlığı yapan rus lider. eğer bu olursa,ukrayna'nın doğusu önce özerk, sonra da rus toprağı haline gelebilir.http://www.atlanticcouncil.org/…w-attack-on-ukraine",3
"merkel'in aksine memeleri çok sevenlider",3
"uçak krizinin olduğu vakitler bu adamı övmek bir grup bordo klavyelilere göre vatan hainliği sayılıyordu. şimdi maşallah herkes vatan hayini :)",1
"bağdadi ile karşılaştırılmış ve onu geçmiş.tabiki de suriyede sivil öldürmedekaynak",4
"türkiye'yesuriyepolitikasının hesabını fitil fitil soran rus lider.fethullah gülen okullarının kapatılması ve son operasyonları bence bu bağlamda değerlendirmek gerekir. böylelikle putin,amerikancıvebatıcıyapıları ülkede temizlemek karşılığında erdoğan rejiminin devamına yeşil ışık yakacaktır. ancakabd'ye yakın olarak gördüğüahmet davutoğlu'nu da harcatmak içintürkiye'ye büyük baskı yapacağını tahmin ediyorum ki, o konuda cumhurbaşkanı erdoğan'dan olmasa bile, kanımcaakpparti teşkilatından büyük direnç gelecektir. neler olacağını göreceğiz... sonuçtatürkiye,afrika savanasında bir ülkeye olmaya her şekilde devam edecek ve hukuk, farklı gruplar ve kişilerin güç ve intikam mücadelelerinde daima araçsal bir nitelik sahibi olacak.",4
"düşürülen rus uçağı sonrasında bu kadar hızlı bir sıcaklaşma beklemediğimiz rus devlet adamı. kendisi hobi olarak ayıya biner ve ava çıkarmış. sıkı bir spor tutkusu olan putin vakit buldukça koşuyormuş.",3
"iran-suriye-lübnanşeklindekişiieksenine net destek olan rus lider. ama bunun nedenişia-hz. alisevgisinden ziyaderusya'nın bu eksendeki ülkelere ve özellikleiran'a yoğun silah satışları yapıyor olması.http://foreignpolicy.com/…e-axis-russia-iran-syria/",3
"soyadı'nın (bkz:rasputin) ile benzerliği ve eski kgb kimliği ile kıllandıran devlet adamı.",2
"israil-filistin sorununa da el atan ve taraflaramoskova'da görüşme çağrısı yapan (ki olacak görüşme) rus lider.abd'nin son başarısızlığı ardından, bu konuda da onlardandiplomaside rol çalmak istiyor olabilirler. ama bu meselederusya'nın yapabilecekleri halen çok sınırlı gözüküyor; çünküabd'ninisrailvearaplarüzerindeki etkisiruslara kıyasla çok daha fazla.http://foreignpolicy.com/…ael-and-the-palestinians/",3
"botoks?(bkz:ağzı kulaklarına varamadı)ilk defa bu kadar gülerken rastladığım lider. bir şeye benzetiyorum ama ne olduğunu gerçekten bir türlü çıkaramıyorum. joker değil. düşünmeye devam..",3
"iki köpeğinden biri olan buffy hakkında vikipedi'de ayrı bir sayfa bulunan bruj lii. köpek kaç kardeş, kardeşlerinin kaçı dişi kaçı erkek, diğer köpeklerle ilişkileri nasıl, nasıl bir karaktere sahip hepsi yazıyor.link",3
"kendisiylemüzakereetmek isteyenlere öneriler;http://foreignpolicy.com/…thing-russia-obama-syria/",3
"rusya devlet başkanı.",3
"venezueladevleti tarafındanhugo chavezanısına verilenbarış ödülünü kazanmış.http://www.independent.co.uk/…a-nobel-a7351706.html",5
"türkiye'nin tek ve gerçek dostu rusya'nın devlet başkanı. uzun vadede ab ve abd güdümünden çıkıp rusya ile ittifak kurmamız, nato konseptini terketmemiz gerek ama şu aşamada hiç değilse ilişkileri tamir etmek bile önemli. rus uçağı vurulduğunda sayın cumhurbaşkanımız bilemesele alkış meselesi değildedi, bizler bu işin içinde bir iş var durduk yerde böyle birşey yapılması manyaklık dedik, nitekim olayın faili fetö çıktı. amma velakin; düşünmeden yaşayan bir çok organizma moskova'yı fethedelim, rusya'ya girelim, vurduysak vurduk lan, rus köpekleri, vatan hainleri diye saydırıp durdu.sonuç:(bkz:vladimir putin bey diyeceksiniz)",5
"fransa'nınhalepiçinbm güvenlik konseyi'ne sunduğu karar tasarısı ardındanparisgezisinierteleyenrus lider.http://www.lemonde.fr/…tie-du-non_5011747_3232.html",3
"botoskdan parıl parıl parlayan dünya lideri.",2
"ülkesinin anti emperyalist ve barış sever olduğunu ima eden diğer kutbun lideri.ukraynayapussysevmeye girdi herhaldehttps://mobile.twitter.com/…197447709876224/video/1",3
"hırsız ve diktatör kişisi.",1
"ekonomik açıdan son dönemde ülkesinde kötü gelişmelere neden olsa da,orta doğu'da bariz bir şekilde güçlenen rus lider.http://foreignpolicy.com/…putin-russia-middle-east/",4
"devlet adamıdır. sevin sevmeyin bu adamın gerçek anlamda ""devlet"" adamı olduğunu yadsıyamazsınız. bunun arkasında sovyetler kültürünü görmüş olması mı yatar, kgb mi yatar bilmiyorum ancak gerektiği yerde diplomatik olurken, gerektiği yerde sert ve dediğini yapan cinsten bir liderdir. çok konuşmayan ortalıklarda görünmeyen, etkisi devlet kararları ile ortaya çıkan bir adamdır.",5
